,q1_oxf_hs_work,pers_age,q1_eq5d_anxiety,q1_oxf_hs_limping,q1_oxf_hs_standing,cc_lbp,cc_hbp_meds,q1_eq5d_discomfort,q1_eq5d_vas,sch_edu,hr_prev_side,q1_oxf_hs_dressing,cc_hd_meds,q1_oxf_hs_washing,cc_dep,q1_eq5d_usual_activities,cc_lud_meds,q1_oxf_hs_transport,q1_oxf_hs_night_pain,q1_oxf_hs_shopping,q1_eq5d_persol_care,kr_prev_side,cc_sd,non_sch_edu,cc_nc,cc_diab_meds,side,q1_oxf_hs_walking,pers_sex,q1_oxf_hs_stairs,tjr_any,q1_oxf_hs_sudden_pain,bmi,pjr_diag,hr_prev,kr_prev,cc_ii_arth,cc_hd,cc_dep_meds,cc_hbp,cc_livd,cc_rf,cc_diab,cc_sd_meds,cc_lud
0,1.0,0.9917931173731622,0.9382007552800447,0.9242268222797818,0.751439374943,0.5297061385292672,0.45623796430073,0.4370715780146696,0.4081527536164463,0.40277985887365775,0.3850099993430094,0.3815704556063493,0.3285310786941295,0.3151931903678148,0.26500592478966367,0.2591968952281543,0.22295751039983416,0.2138400445292148,0.20687472469606857,0.1517000047435427,0.14185503856048287,0.14091258128202394,0.10761290338676141,0.09785718142606707,0.08719758294289588,0.07001524690366527,0.0467346540476471,0.043373519719625074,0.04203680785728115,0.01752638960420991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.9795661020460782,0.9952364683929372,1.0,0.9104350407616267,0.6935453263600979,0.3607459580276269,0.46836770847864956,0.43175627195485883,0.4541844555937042,0.33894370535967927,0.407582854150461,0.2880133055830843,0.3760125873731451,0.36442753379618753,0.05253552945192878,0.28563396572582805,0.061524656012608515,0.28943094071582526,0.4037584176549538,0.25609127240078733,0.17228421912093606,0.100591715623706,0.20032895376154422,0.08370442572617419,0.18226481612810175,0.03450997731453384,0.15958637897545358,0.1581665921412387,0.08076066927052401,0.05378405931183824,0.0,0.1801243670718326,0.0,0.2307131835360248,0.029682804706302357,0.0,0.034564477056229656,0.0,0.0,0.08258276599836052,0.33380855311248986,0.0,0.0,0.0,0.0
2,0.8717370941770449,1.0,0.8604345069219019,0.9676189054818839,0.6588168670574371,0.48271488305606647,0.5650827899085036,0.6189548477605271,0.4460174803472436,0.2581339922861796,0.5613232059225007,0.28034068376052096,0.31251838794953185,0.4946761222434734,0.36264924440358576,0.26232153973073097,0.0,0.08972699549997837,0.3903823441286925,0.1361975743250001,0.12714513617804107,0.15042209096170503,0.11241013921717972,0.06323090129899607,0.12707896041894973,0.0,0.20761703941548285,0.13474855467532534,0.11712386981348386,0.0,0.04664950792606735,0.14955899739633577,0.0,0.15985451062817804,0.0,0.06544926437927188,0.14218230143855193,0.0,0.0,0.0,0.1737805462565644,0.0,0.0,0.0,0.0
3,0.8263359916926907,0.8841204560539955,1.0,0.7856239379998807,0.5521576032701164,0.5197522016544351,0.5552463649247267,0.7461085199012899,0.5009681195138272,0.42754363515750177,0.4905746657751195,0.38576926207378764,0.28269688070919835,0.49733151290915245,0.28100610594816583,0.2746217463010514,0.06295256611070357,0.0,0.34025291667517366,0.26863033128149394,0.016065030126701903,0.09102246331288696,0.05309044977784348,0.09407473389276129,0.17864134065374085,0.0,0.143871419559053,0.13851066148705712,0.07342372657957615,0.15384753149151711,0.040833503979941545,0.1312436118442337,0.0,0.16143160745342786,0.06888781703364953,0.0,0.0,0.0,0.0,0.0840113286309763,0.24537005054302657,0.0,0.0,0.014263453744732665,0.0
4,1.0,0.7607220246282582,0.7847399843091512,0.7759585383370315,0.6918865259659867,0.500506598116064,0.5751548895297695,0.5747739973533138,0.38708249567239716,0.16838783495171344,0.384233025132536,0.3443719536004314,0.3093572797392167,0.35928558049949944,0.18944951235050383,0.10803539133838436,0.061262195191970625,0.04001058677692452,0.18854824154729286,0.2287879167789623,0.05962649031265712,0.26697143575284005,0.15850681773967432,0.08449373986194743,0.0,0.0,0.1555353207081091,0.026237903934340803,0.13138426736840667,0.05109364778237094,0.06554817913270101,0.016518902029275688,0.0,0.003926601198282864,0.0,0.0,0.06251469957408386,0.0,0.0,0.0,0.07603099386943801,0.14433066526298008,0.025863597685955485,0.0,0.0
5,0.758151361971404,1.0,0.7472973946620262,0.7345252796637978,0.6724527792647946,0.3622676715192101,0.39804270440013984,0.4885357652780546,0.43852263892060234,0.28204194335539484,0.2138434464787689,0.4730715030355088,0.3750343134053954,0.3341579552299443,0.1669722240190509,0.27050393778807297,0.0,0.019935326702988237,0.2624160278314869,0.10320913812050109,0.0,0.2536880895236143,0.20576323841485644,0.10414175483927958,0.12050965338390857,0.0,0.2593816652117141,0.12759352355300058,0.09021589734305933,0.07480910191161055,0.18511424364737428,0.10033575943216096,0.0,0.056825210523411857,0.06239084168302846,0.0,0.0,0.0,0.015680074208208303,0.054292436971840136,0.0,0.0611607268836906,0.0,0.08397444533045671,0.04508961446327612
6,0.8866662533476578,1.0,0.8771178640105014,0.7489706769736991,0.7699862219295552,0.49774866232209786,0.48719529114545146,0.508124327809082,0.39238159944813983,0.2802231755053843,0.3837153192242919,0.4346418755970071,0.3389536830747338,0.35160742596686717,0.2428652248144687,0.22787143033638113,0.012985416979116912,0.0,0.29925754745612976,0.11211208284290693,0.1797205629006875,0.2829934639467777,0.1234355183997467,0.08470762382762509,0.2559834781840548,0.0,0.2426510000885018,0.11961325086755878,0.08790003195130613,0.0,0.0,0.05895791883787158,0.0,0.1281463578889925,0.09100436847461528,0.07755534029476108,0.02912503392474466,0.0,0.0,0.05965746044295601,0.17402128227574853,0.0,0.09925170035507626,0.0,0.0
7,0.932117343863729,1.0,0.8099704180891707,0.9739698345529756,0.5876888278684209,0.5680968924159575,0.5213966900888706,0.6476701743270474,0.5718732589571156,0.19967928627814724,0.2513864994198231,0.37629764825322143,0.30200702799120327,0.5408701913043457,0.2247433356205287,0.17625233095076834,0.10659808748868063,0.14683711447725273,0.37712183209056177,0.22682309561937897,0.17890604660901543,0.288384375594419,0.023009339967349857,0.07994299482059963,0.1733584306921492,0.13644971973463785,0.07596719827489679,0.09690452061980612,0.0772560346143872,0.0,0.0,0.08109077365602331,0.0,0.04506352817114865,0.0,0.13031150922389118,0.06042955324381686,0.07430679103533644,0.0,0.0,0.32143187046039895,0.0,0.0,0.0,0.0
8,0.8489586352228436,0.969611890341487,0.8990386614958127,1.0,0.6237145739288235,0.5865464154635829,0.602639252461901,0.5502603831763062,0.677705505856943,0.35438045324144823,0.45443539647426506,0.4154458668995761,0.3492672069216169,0.6299346243846343,0.26702445924509727,0.4317810081085957,0.010218861516177409,0.2579789350705751,0.400499920193467,0.06627675047163724,0.0,0.32894774120354303,0.21638874372182434,0.07737279018449061,0.041100761419053986,0.009274580612073561,0.12640815942289305,0.18499234477026666,0.03718432074525316,0.0,0.10847463568771974,0.1307866887112058,0.0,0.23417877217467475,0.0,0.0,0.008146038108993966,0.0,0.08161279258139967,0.0,0.2562608681137992,0.0,0.0,0.13434272725143226,0.0
9,0.9092703122455639,1.0,0.7952059008111422,0.8944122418893188,0.5631834528074636,0.47480002662266735,0.5455358629367361,0.38198249901029663,0.2877694762805038,0.3418669601376355,0.4152354377868483,0.36642627965885727,0.34933337138474774,0.5148951913925952,0.2352238485046258,0.27843262726078216,0.08204927900847891,0.08332897000520283,0.25872775933155656,0.08568068118344475,0.0,0.2255450338047015,0.10823722134364118,0.1031977451181137,0.03833953915342512,0.004828218168348508,0.22833992847329154,0.1785872324824641,0.10003548089148342,0.0,0.0,0.1082884564343652,0.0,0.0,0.10389794564810471,0.0,0.015228204396036742,0.0,0.0,0.16494864316711505,0.0,0.0,0.0,0.0,0.0
10,0.8592577541256861,1.0,0.9309661512638562,0.8898993917250055,0.6699553449678927,0.5467917573662032,0.43327208265423667,0.4174712814012567,0.5247831236255198,0.2876909289942445,0.2651893537667494,0.4046938322513185,0.45139724239636936,0.47040961771475176,0.2083880860744657,0.17577654764160391,0.0,0.15270765760440913,0.3071097721511976,0.26186430895555685,0.0,0.17178628123747153,0.11346264266180654,0.09846266678079772,0.19132590750307638,0.0,0.3215534283485292,0.11961762039734175,0.11737181227822975,0.004651021546077565,0.0,0.1252686534105278,0.0,0.01504549259579218,0.03222802263792858,0.13098085759805825,0.15149529138414994,0.0,0.0705198505026664,0.0,0.0,0.0,0.0,0.0,0.0
11,0.8343859977129554,1.0,0.7906211565599985,0.8409792214943155,0.8427890869005261,0.476970723269978,0.7202128610292488,0.5614229546116098,0.556704931207347,0.19569917369588655,0.45941860335537416,0.380084614544652,0.37757144290530037,0.2404754019162417,0.2544626439028755,0.4840504728173582,0.2022995685502516,0.0,0.190751337555623,0.01050622246399963,0.1206458564164401,0.21767618593868798,0.2199644470543598,0.12777856522258535,0.005582177213743008,0.0,0.11348015043179874,0.17410055492108342,0.036141472237384197,0.19482895486680676,0.07249100230447374,0.2260141166798843,0.0,0.0,0.0066885606432316785,0.0,0.0,0.0,0.0,0.21014306400569518,0.20070207625032682,0.10811278875932631,0.0,0.0,0.0
12,0.9293969957438252,1.0,0.841451380451525,0.8297331971432939,0.5942209612001998,0.40961945069845673,0.4762076141392914,0.6193356663313114,0.5385064556339803,0.315910265804665,0.46448919646108827,0.3412955992094984,0.30463552466954097,0.317477375475108,0.10541780030551536,0.42907783921911485,0.0,0.0703143154176403,0.2231930161284304,0.11402888450164317,0.2026125965430695,0.17512873937719312,0.23085943980095874,0.07790932276482201,0.05932454778947652,0.0,0.2550167530035543,0.059926772150107395,0.06804315061585499,0.12586943785689897,0.0,0.15438428040717514,0.0,0.0,0.0,0.0,0.06783211611740823,0.0,0.0,0.02198742563999775,0.29060019027825534,0.0,0.09507620791646566,0.0,0.19152055462605377
13,0.9330198277625775,0.9647883646789089,0.976623863677394,1.0,0.6849539959131392,0.41952507552765256,0.6001813512452497,0.6478969860967697,0.621116288541897,0.26080407523676324,0.4510559163635825,0.4234519623449095,0.42524025633807727,0.36919737799173324,0.21559911521040376,0.41415526869634445,0.0780646765253916,0.0,0.24998553692335293,0.11376860598247102,0.25461011705538195,0.15570386209326442,0.10855286667275446,0.13336225480891364,0.1849734920793385,0.0,0.0,0.06770486237785987,0.04673996104535527,0.022455293487976702,0.0,0.09251775532789326,0.0,0.1313593270532443,0.02717076849723304,0.0,0.08508329954566343,0.0,0.03614209496244972,0.0,0.0,0.19989402627471167,0.0676920617009624,0.0,0.0
14,0.9239876114121436,1.0,0.8601983915669801,0.8289597582216491,0.7357163693047251,0.455726601772227,0.44970462356515006,0.5530333358773428,0.32111583099522245,0.30614313459932674,0.36434202080049116,0.33924486046959046,0.36072356613317413,0.4099650263129987,0.26087366149938007,0.27535215322007806,0.0,0.08326838299554626,0.3635329360875198,0.2656709552471405,0.05927565613269213,0.17423123544487665,0.13826133105210295,0.08819618131375073,0.20446228642478265,0.07409384522662381,0.1258286521172388,0.0003370645429625347,0.1456470428244345,0.0,0.0,0.022763990076935147,0.0,0.2518880207226408,0.0,0.0,0.0,0.03049837437039939,0.0,0.0,0.23146462022953554,0.23408904617521437,0.0,0.0,0.0
15,0.6770737729322134,1.0,0.7847642187738336,0.826792066076391,0.5343315774882669,0.36904884105461266,0.28766873296984496,0.2899195939227235,0.31464296118462926,0.27246798774289677,0.47835994277862465,0.3149672877963374,0.41269652073328134,0.27480158082391165,0.1486308966514472,0.2997125447827441,0.05082415744805222,0.2235823816166885,0.2473630785979517,0.16815321555793036,0.09056086187894287,0.022598994940207187,0.04684136263802605,0.10324700988392421,0.1951844123875748,0.0,0.15731971737462058,0.14815070362515248,0.09698620889988148,0.026353914206971432,0.0,0.16398970708395805,0.0,0.07304231438389464,0.0,0.09267323697805628,0.08453794094534471,0.0,0.0,0.0,0.0,0.006032812473654592,0.020408255970584984,0.0,0.0
16,0.9741104438815568,1.0,0.7251566355701186,0.9710637347992769,0.7366131673132609,0.4603564253926246,0.6336475711005393,0.4331409551204406,0.6431133205985391,0.2856647266335421,0.5372409299911988,0.39355284255749196,0.35811398175738873,0.33456837353146196,0.12719409468947834,0.25392593085253073,0.06805126550779599,0.17341296719581667,0.36690180351790763,0.23142244298145925,0.02673524451824816,0.21407611047217565,0.10606080832261192,0.09190052861146478,0.1259054036213538,0.007824054930001167,0.4134971171363941,0.14694713680190352,0.04430456170848097,0.0,0.0,0.05476050239471258,0.0,0.13920632447289555,0.0,0.0,0.0,0.0,0.0014498009683880692,0.16626224442755128,0.36381262539038595,0.3212445180829614,0.015683207968407855,0.0,0.0
17,0.9464769651070558,0.6695345701349474,1.0,0.9806063839131105,0.7869641518895246,0.38820597046114225,0.7474960733931258,0.5776280125325437,0.5352108786207761,0.4062281710892325,0.6215505788980573,0.40532316271341345,0.30192655394724205,0.34251441502922564,0.3205866644547191,0.32487457485404475,0.04363018450473927,0.22472960783787835,0.2728639476232849,0.2382954129935082,0.296364877844578,0.29275570132376416,0.13181286108878684,0.015916755221018947,0.10985216833348195,0.0,0.34024305343743755,0.10631118680061577,0.01817388449168431,0.0,0.0,0.18113845036771664,0.0,0.044971425345041435,0.00243361291358239,0.0,0.05172797236397739,0.0,0.0,0.21402536109080433,0.23057568056584868,0.34039135725531555,0.0,0.0,0.0
18,0.8614134638294555,0.8607515364935475,0.9053395132695827,1.0,0.6473146387048991,0.5051103134485613,0.27140338598082614,0.3540089134237042,0.37322860095237576,0.3491030813364127,0.4941477315040751,0.3862205153930907,0.2656825491739376,0.38523604858600863,0.21652138935881932,0.3009949301995105,0.2739926348983939,0.23827824758778043,0.27737242477820273,0.09091097297295905,0.0789023584173754,0.16669056374217037,0.2777048910734694,0.04011396702223373,0.0,0.13854518521100695,0.22235412388008338,0.1761053869658736,0.03164332542786456,0.06020577949455172,0.0,0.15108936547239216,0.0,0.0,0.0,0.02838007639569791,0.056117830977884434,0.0,0.0,0.029243902081103536,0.3543849425424958,0.4037037692523711,0.0,0.18524465882115723,0.0
19,1.0,0.9789380672629356,0.8934369528375167,0.9078860860628478,0.7624729267306637,0.5382570733277793,0.5478102794302113,0.3860391510483115,0.39634150180171657,0.28924295003285433,0.4025368929724577,0.38936790742956046,0.3826512828213372,0.40330669094493643,0.2795629127744876,0.37456357728644246,0.0,0.051093679081888235,0.3236793304187765,0.007904253282855201,0.0,0.2920714140289568,0.22018052906307728,0.043468242196799886,0.0,0.0,0.0,0.13086759542633855,0.12129238692620564,0.0,0.09720159846232335,0.19719150959690926,0.0,0.29595065416933325,0.0,0.0,0.05881151412413731,0.0,0.05293206556909901,0.0,0.24349600475536542,0.17704698581948236,0.0,0.13729610903207665,0.03717211279641296
